id;descricao;quem_id;talentoclasse_id;regiao_id;experiencia
720;"Ofereço bolos caseiros, opções veganas, integrais, sem leite e sem glúten. 
Sabores variados: cacau, maracujá, banana, maçã, chocolate com coco, pão de melado, entre outros.
Formato de cup cake ou bolo inteiro.
Utilizo somente ingredientes naturais e saudáveis: açúcar mascavo, óleo de girassol, cacau 100%, ovos caipiras do quintal de casa (para bolos com ovos).";853;4;22;Não sou profissional, cozinho para minha família e amigos, mas como todos gostam muito dos meus bolos, tenho oferecido pelo banco de tempo também. Faço porque gosto!
721;Ofereço aulas de Hatha Yoga.;853;30;22;Sou praticante de Yoga há mais de 15 anos, com curso de formação em Hatha Yoga (Tales Nunes) e Yoga para crianças (Cris Pitanga).
722;Consulta Rúnica;3122;31;6;Tenho experiência com as Runas a uns 20 anos. É uma ótima ferramenta de orientação, de entender o processo que estamos vivendo nas diversas áreas da vida, e saber que direção este processo esta tomando, o que devemos fazer. Fiz quatro consultas no Banco do Tempo, recebi retorno super positivo, elas gostaram muito e eu sempre amo oferecer este trabalho.
723;Terapia Florais de Bach;3122;28;56;Atendimento à distância com a terapia de Florais de Bach através da Radiestesia. Utilizo o pêndulo para identificar a causa. Foi apenas um atendimento da terapia de Florais pelo banco do tempo.
724;"Não tenho a fotografia como profissão e fotografo por gosto. 

Tenho interesse em fazer ensaios com famílias, casais, amigos, ou mesmo solo, que não tenham horário rígido.

Não tenho interesse em cobrir eventos sociais (Aniversários, Festas, etc.).

Não tenho muita disponibilidade de tempo, por conta da minha profissão primária, então por enquanto tenho pego apenas alguns ensaios.

Sou comunicativo e sei que podemos elaborar um ensaio sob medida, de acordo com o teu interesse.";2296;16;56;"Tenho fotografia como hobby há mais de 18 anos, como interesse pessoal, e sempre gostei de captar momentos da natureza e da minha família. 

Creio que posso aliar meu interesse e poder registrar momentos bacanas na vida de outras pessoas."
725;Aulas de espanhol, química, matemáticas;2196;8;28;Tenho experiência em aulas particulares, sou formada em Engenharia Química, e minha língua materna é o espanhol
726;"[Ofereço]
Caronas de segunda a sexta do campeche (castanheiras passando pela pequeno príncipe) até a assembleia legislativa e caminho de volta.
Saindo do campeche entre 9:15 a 9:30, retornando as 19:00
0.5 horas o trajeto";921;5;56;Anos de carteira de motorista, carro confortável, boa conversa
727;Formatação, limpeza, instalação de programas e consultoria.;2887;34;28;Possuo mais de 10 anos de experiência em manutenção de computadores.
728;Pequenos reparos, instalações elétricas, hidráulicas, jardinagem (não sou jardineiro, mas Amo lidar com a terra e com as plantas).;2887;7;26;Experiencia de vida, sempre fui interessado em aprender diversos ofícios, e mesmo sem formação especifica, adoro trabalhos manuais, não tenho medo de trabalho pesado!
729;Desenvolvimento de sites, análise e consultoria. Não faço criação de layout, apenas o desenvolvimento em si (PSD to HTML/CSS/PHP/JS/MYSQL).;2887;35;55;Possuo mais de 8 anos de experiência com desenvolvimento de sites e grandes portais. Trabalho com diversas tecnologias e ferramentas, como Git, Wordpress, AWS (Amazon), Linux...
730;Dedico meus serviços de cabeleireira com os tratamentos e cuidados em cabelos femininos, com muito carinho e amor pela arte que é minha profissão.;2;26;28;Tenho mais de 8 anos de carreira na área de beleza e estética.
731;Posso oferecer minhas artes para enfeitar a pele de quem desejar.;1;23;28;"Acredito que a arte nunca me abandonou.
Sem arte não sei respirar."
732;Aulas de inglês;3254;8;28;17 anos. Proprietário de escola. Letras e pós graduação
733;Curso de inglês;3254;9;26;17 anos lecionando. Formada em letras com pós graduação em Ensino Lúdico
734;Hambúrgueres e almôndegas VEGAN de feijão e lentilha congelados, feitos artesanalmente com amor e especiarias. Sem lactose e sem glúten (salvo os celíacos e pessoas sensíveis ao glúten).;3701;4;28;Amadora e aventureira da cozinha vegana e vegetariana. <3
735;Baralho Cigano;3701;31;28;10 anos de experiência e atendimentos.
736;Consultoria de imagem e ajuda na montagem de guarda roupa básico.;1905;40;3;designer de moda
737;Aulas de Ciências e Biologia para Ensino Fundamental e Médio;2217;8;28;Experiência no ensino básico em escolas municipais e particulares, assim como no ensino superior.
738;"> Faço bijoux em crochet e macramé; 
> dependendo da complexidade, faço peças em tricot ou crochet; 
> faço bolsas e carteiras a partir de caixas de leite.";1337;22;26;Produtos comercializados em feiras e tbm já ministrei algumas oficinas.
739;Aromaterapia;1176;28;34;Sou aromaterapeuta e realizo atendimentos há 3 anos, formada pela Harmonie Aromaterapia.
740;Aulas de surf;1176;24;34;Sou surfista e tenho experiência no mar, com cuidados segurança e salvamento.
741;Terapeuta de Barra Access, Reiki, alinhamento energético e outros.;1854;28;28;Meu propósito é oferecer oportunidades para as pessoas buscarem dentro da sua natureza interna, aquilo que realmente lhe faz feliz
742;Tarot / Taróloga - Baralho cigano e tarô de Marselha;1198;31;28;Terapias alternativas / terapia holística
743;Escova, e penteados em geral!;3724;26;12;Traabalho com isso a 7 anos, em salão de beleza e em casa.
744;Maquiagem.;3724;25;12;Maquiadora a 3 anor inem varios locais de beleza.
745;"Gostaria de oferecer pães, bolos simples e cookies feitos com muito amor e agregando trocas de informações  energias.  

Aberta para pedidos de comidas saudáveis e também fazer pacotes de pedidos. Na troca de 4 bolos por semana, ganhe um mimo.";2970;4;29;Sou cozinheira, acredito que a gastronomia é a forma mais simples e singela de unir as pessoas e mostrar que tudo feito com amor e respeito é bem mais prazeroso de ser consumido.
746;Apometria Clinica e Apometria Quantica. Cromoterapia. Reflexologia. Reiki. Cristaloterapia. Florais. Tambem cursos.;2513;28;34;Formado em Apometria Clinica. Apometria Quantica e Eteriatria Quantica. Atuante no Projeto Amanhecer da UFC. E do Projeto Vidah na Maternidade. C.D. Com Espaço Terapeutico propio n R. Tavares. Outra formação Mestre instrutor em Reiki. Reflexologista. Tendo iniciado com Do-In (acupuntura sem agulhas) em 1998. Ministrante de Cursos de Reiki e outras terapias Holisticas.
747;Designer de Ambientes - Crio projeto físico de eventos (aniversário, casamento, evento corporativo, recepções, etc),  personalizados e de acordo com a sua realidade. Faço apenas o projeto, mas posso acompanhar a execução nos dias necessários, dependendo da localização. Feito com muito carinho e paciência, estou pronta para ouvir as ideias de vocês e orientá-los de forma criativa e técnica.;2;10;28;Formada em Design de Ambientes pela Uemg - Universidade do Estado de Minas Gerais -, atuo como autônoma a 3 anos.
748;Facilitador das práticas do Sincronário de 13 luas de 28 dias (códigos do Tempo decodificados dos antigos Mayas);594;31;26;"Artista plástico, tatuador, professor de artes e de percussão(ritmo do maracatu).
Facilitador das práticas do Sincronário de 13 luas de 28 dias."
749;"Doula 
Sessões individuais e em pequenos grupos de Bênção do Útero e Cura da Alma feminina.
Yoga mãe bebê";1608;28;22;Já tenho bastante experiência no que estou oferecendo. Sou formada e com prática na área desde 2005.
750;"Mudas de Plantas : ora pronobi, suculentas, boldo, arruda, espada de São Jorge
.";3860;7;26;Tenho um mini jardim de suculentas e outras plantinhas que são cultivadas com muito amor.
751;"Fotografia de produtos, natureza, artística.
Também trabalhos com edição, tratamento.
Web designer.
Técnico em informática.";4103;17;3;"A vida inteira fotografando.
10 anos como web designer. 
28 anos de trabalho com informática."
752;Fabrico artesanalmente BRINQUEDOS EM MADEIRA com muito carinho para nossas crianças.;3505;22;55;Faço diversos brinquedos em madeira e gostaria de iniciar um projeto com oficina para os pais e os filhos fazerem brinquedos juntos.
753;Fabrico artesanalmente BRINQUEDOS EM MADEIRA com muito carinho para nossas crianças;3505;40;26;Fabricação artesanal de brinquedos de madeira
754;Faço vasos , cinzeiros e esculturas de cimento , além de acessórios para pets .;1674;22;33;Comecei com passa tempo é hoje é minha principal fonte de renda .
755;Sou músico  posso dar aulas de música terapia;2498;11;39;Toco desde os 13 anos  sou cantor e compositor ja gravei com diversos  artistas  de diversos generos
756;"DJ com set alternativo com músicas de diversos países, gêneros: world music, downbeat, trip hop, lounge, dub, reggae e música brasileira.

Alguns sets gravados: https://www.mixcloud.com/djmarietto/";4040;11;55;"Programa Zion Vibes na rádio KFM em Auckland na Nova Zelândia, 2hs de show as 4as feiras à noite durante um ano.

Dj em várias festas pequenas e encontros como Green Drinks Floripa."
757;Forneço almoços, refeições congeladas e lanches. Todos sem ingredientes de origem animal;744;4;34;Cozinho na Yabá - Alimento para a alma
758;"Consultoria de mídias sociais - análise de páginas nas redes sociais, diagnóstico e sugestões de melhorias.

Planejamento de mídias sociais - produção de conteúdos para a página do Facebook/Instagram do seu negócio.

Anúncios para redes sociais - definição de estratégia, artes e criação de campanjas para Facebook e Instagram.";3256;38;38;"Formada em Jornalismo pela UFSC;
Certidicada pela Blueprint (plataforma de cursos oficial do Facebook) em mídias sociais;
Atuo como analista de mídias sociais desde 2016."
759;"Auxilio no cuidado com a casa, manutenção residencial, horta e jardim.
Dou aula de Espanhol para iniciantes até progredir! 
Ajudo a organizar eventos e festas
Cuido de Pets
Massagem relaxante
Aplico Shiatsu De origem chinesa, tem a proposta de equilibrar os pontos dos meridianos, que são os canais de energia que percorrem o corpo.  
entre outras";2684;6;28;"Ja trabalhe como ajudante em uma casa de massagem
enho experiencia em ajudar na cozinha
cuidar de Pets
Auxiliar em ações domesticas"
760;Psicanalista;3896;30;38;"Comunicóloga formada pela FMU/SP
Pós graduada em Neuromarketing pela Faculdade Impacta de São Paulo 
Psicanalista Integrativa formada pela Sociedade Brasileira de Psicanálise Integrada"
761;Faço colares, acessorios, brincos, pinturas, desenhos..;1748;20;26;Iniciei bem nova pintando paredes. Meu pai é artesão e etc.. Aprendi muito com ele.
762;Bordo e tricoto :) estampas em roupas, cachecois, boinas e coisinhas mais simples.;1748;21;26;Desde pequena tricoto mas nunca fiz aula,  e o bordado surgiu recentemente.
763;"Estamparia de roupas, tingimento, tudo manual. 
Calças, saias, blusas, batas, vestidos, shorts em tie dye e estampas com desenhos unicos e criados em conjunto <3";1748;22;26;Estampo a mao desde 2011.
764;Faço torta salgada (de legumes etc) e bolos, tudo vegano.;1748;4;27;Artesanal, aprendi fazendo mesmo
765;"Faço colagens em caixinhas de madeira para uso geral de diversos tamanhos, quadrinhos decorativos e restauração de móveis velhos (também com colagem). 
Meu estilo de colagem é mais voltado para arte urbana, mas também faço sob encomenda.";3214;22;6;"Faço colagens desde criança, mas recentemente que comecei a fazer ""pra fora""."
766;"Ofereço aula de dança para crianças e adultos. 
Dança contemporânea, Stiletto, aulas de ritmos (para perder peso) para os adultos e ritmos variados para crianças.
Também disponível para performances e etc, com dança contemporânea, stiletto, hip hop freestyle e jazz.";3214;13;6;"Danço desde os 3 anos de idade. 
Como professora, dei aula apenas para crianças até hoje."
767;Instalação e manutenção em elétrica, hidráulica e pequenos reparos domésticos.;4002;7;26;Tenho formação técnica em Eletricidade e conhecimento adquirido durante minhas jornadas.
768;Condutor de turismo de aventura: Trilhas, vivencias de escalada em rocha, rapel e esportes de aventura;4002;24;26;Tenho vivencias de montanhismo e esportes de aventura e formação técnica em Condutor de turismo de aventura.
769;Atendimento com Ginecologia Natural Autônoma;349;28;32;"Minha experiência com ginecologia natural autônoma creio que começa com minhas próprias questões, onde busquei métodos naturais (geralmente fitoterápicos) para cura; além disso, do contato de alguns anos com sabedoria popular de diversas mulheres, em diferentes situações e espaços: minhas próprias vós e mãe; mulheres indígenas, principalmente guarani; mulheres kalungas; mulheres medicinas de vários lugares. Além disso, vivi uma imersão na Chapada dos Veadeiros com Juliana Caliandra, aprendiz de parteira e raizeira de Dona Flor (parteira, benzedeira e raizera da região), onde pude aprofundar esses conhecimentos e ampliar o leque de tratamentos possíveis para os desequilíbrios ginecológicos. É isso!"
